name,team,position,ovr,spd,str,agi,awr,acc,jmp,cod
Xavier Smith,UTEP,FS,83,88,65,87,,91,89,86
Jaden Smith,UTEP,WR,79,87,67,86,,89,89,83
Carlos Arreola,UTEP,K,77,67,39,55,,72,51,40
Lamar Sperling,UTEP,HB,77,90,67,89,,93,86,86
Tavorus Jones,UTEP,HB,77,91,67,88,,93,89,84
Ashton Coker,UTEP,DT,75,62,84,50,,71,52,49
Brady Braun,UTEP,P,75,52,66,53,,54,64,46
Ej Colson,UTEP,QB,74,84,64,83,,86,85,81
Jayden Wilson,UTEP,SAM,74,82,67,78,,86,79,76
Jaymon Lamb,UTEP,LT,74,75,77,73,,79,72,59
Kam Thomas,UTEP,WR,74,89,56,89,,91,88,83
Sterling Miles,UTEP,REDG,74,75,75,75,,82,78,67
Judah Ezinwa,UTEP,TE,73,81,73,79,,85,84,73
Justin Content,UTEP,CB,73,86,60,85,,88,89,83
Kode Lowe,UTEP,SS,73,84,75,84,,85,86,80
Nik Henry,UTEP,WR,73,91,39,89,,93,81,87
Brian Williams Jr.,UTEP,LG,72,66,82,71,,72,66,59
Cash Cheeks,UTEP,TE,72,82,62,80,,84,87,73
Jaylan Brown,UTEP,WR,72,87,60,84,,89,86,83
Kaleb Miles,UTEP,CB,72,88,53,87,,90,88,86
Lance Barnes,UTEP,HB,72,87,69,84,,90,81,85
Omdruyi Aliu-Otokiti,UTEP,RG,72,66,84,68,,75,79,54
Truth Holmes,UTEP,DT,72,67,81,73,,76,72,65
Carver Cheeks,UTEP,WR,71,88,61,84,,89,85,83
Chase Biddle,UTEP,FS,71,87,59,83,,89,81,83
Juan Camacho Jr.,UTEP,RT,71,63,81,61,,74,74,52
Royal Capell,UTEP,WR,71,88,64,87,,91,86,86
Donavan Howard,UTEP,SS,70,88,58,87,,90,86,87
Kofi Taylor-Barrocks,UTEP,REDG,70,83,67,81,,87,89,77
Rafeald Campbell,UTEP,WR,70,87,51,88,,90,88,85
Shay Smith,UTEP,WILL,70,80,77,81,,84,78,79
Ekow Taylor,UTEP,REDG,69,79,62,77,,85,86,74
Elijah Fields,UTEP,DT,69,69,85,64,,76,72,56
Jackson Bradley,UTEP,RG,69,69,84,76,,78,78,51
Jayden Trapp,UTEP,C,69,63,83,64,,72,69,55
Marcus Torres,UTEP,WR,69,86,50,85,,88,80,86
Preston Hickey,UTEP,DT,69,67,80,65,,75,73,55
Cade Hechter,UTEP,K,68,43,41,42,,52,45,40
Derek Burns,UTEP,LEDG,68,70,72,70,,75,74,61
Isaiah Bogerty,UTEP,MIKE,68,74,81,75,,79,79,74
Isaiah Wall,UTEP,HB,68,88,67,86,,93,85,89
Josiah Jones,UTEP,SS,68,86,60,85,,90,84,83
Preston Parsns,UTEP,LT,68,57,87,70,,68,69,52
Shakaun Bowser,UTEP,LEDG,68,72,75,73,,78,77,69
Will Henderson Iii,UTSA,HB,88,96,62,90,,97,92,88
Owen Mccown,UTSA,QB,83,78,56,80,,85,76,78
David Amador Ii,UTSA,WR,82,88,62,88,,92,89,86
Aj Wilson,UTSA,WR,81,91,65,91,,91,90,89
Ben Rids,UTSA,C,79,66,84,66,,76,73,54
Brandon High Jr.,UTSA,HB,79,89,74,87,,90,87,81
A'Marion Peterson,UTSA,HB,78,90,74,86,,92,89,82
Caile Hogan,UTSA,P,78,61,53,52,,64,68,51
Nate Robinson Jr.,UTSA,FS,78,86,65,86,,90,88,85
Bryson Donnell,UTSA,HB,77,85,81,80,,87,84,77
Darrell Jones,UTSA,RG,77,56,88,52,,68,69,45
Jaylen Garth,UTSA,RT,77,59,87,56,,72,73,52
Michael Petro,UTSA,K,77,65,47,58,,65,69,54
Dylan Spencer,UTSA,REDG,76,77,83,75,,81,77,65
Jamel Hardy,UTSA,WR,76,89,61,87,,90,85,81
Tai Leonard,UTSA,DT,76,75,78,72,,82,79,62
Ahamad Chapman,UTSA,CB,75,89,50,87,,91,83,83
Frankie Arthur Jr.,UTSA,HB,75,88,76,84,,91,91,84
Jonah Miller,UTSA,LT,75,66,83,59,,76,78,53
Collins Acheampong,UTSA,LEDG,74,77,75,72,,87,89,63
James Madison Ii,UTSA,WR,74,87,67,85,,89,86,84
Johnny Bowens Iii,UTSA,LEDG,74,72,83,71,,82,78,62
Jusiah Sampleton,UTSA,DT,74,64,87,68,,76,72,51
T.J. West,UTSA,WR,74,89,63,90,,91,87,88
Addison Duke,UTSA,HB,73,88,68,85,,91,84,85
Asaad Chapman,UTSA,CB,73,88,64,86,,90,91,85
Dj Allen,UTSA,WR,73,92,57,89,,92,91,88
Jeremiah Bailey,UTSA,DT,73,76,78,75,,83,82,68
Luke Lapeze,UTSA,C,73,54,88,45,,61,57,44
Mekhi Anderson,UTSA,WR,73,91,42,89,,93,88,87
Owen Pewee,UTSA,WILL,73,83,66,81,,86,87,79
Zach Morris,UTSA,CB,73,87,64,85,,89,84,85
Elijah Newell,UTSA,SS,72,86,59,87,,88,85,84
Marcellus Wilkerson,UTSA,SS,72,85,69,83,,87,87,80
Miles Campbell,UTSA,TE,72,81,77,80,,84,78,72
Payton Williams,UTSA,C,72,62,87,65,,71,70,52
Brandon Tennison,UTSA,QB,71,82,59,86,,87,79,83
Camron Cooper,UTSA,REDG,71,75,75,72,,82,79,68
Eddy Smith,UTSA,REDG,71,77,79,74,,85,83,69
Marcus Buckhalter,UTSA,HB,71,88,66,85,,92,83,87
Brandon Tucker,UTSA,MIKE,70,79,68,80,,81,86,76
Chris Bryson Ii,UTSA,CB,70,88,64,86,,89,86,82
Deandre Marshall,UTSA,RT,70,56,86,52,,65,67,48
Jameian Buxton,UTSA,DT,70,56,85,54,,65,61,40
Rj Lester,UTSA,CB,70,89,58,87,,87,89,84
Trey Fite,UTSA,LEDG,70,77,68,74,,82,82,71
Devron Williams Jr.,UTSA,LG,69,58,84,53,,62,68,47
Elijah Baldwin,UTSA,LEDG,69,78,66,78,,86,84,74
Lawrence Brown Jr.,UTSA,CB,69,88,74,87,,89,86,82
Xavier Walton,UTSA,FS,69,86,67,83,,87,77,77
Jakevian Rodgers,UTSA,CB,68,90,45,88,,92,82,86
King Justice,UTSA,DT,68,63,80,61,,71,58,58
Junior Sherill,VANDERBILT,WR,87,90,68,90,,91,89,88
Brock Taylor,VANDERBILT,K,86,71,46,67,,74,62,65
Martel Hight,VANDERBILT,CB,86,91,59,90,,93,93,90
Lyndon Cooper,VANDERBILT,C,85,58,90,59,,67,58,55
Ricardo Jones,VANDERBILT,SS,85,90,64,91,,94,92,87
Sedrik Alexander,VANDERBILT,HB,85,90,74,89,,93,87,87
Jordan Matthews,VANDERBILT,CB,84,92,67,90,,94,93,89
Bryan Longwell,VANDERBILT,WILL,83,82,80,80,,87,87,79
Cole Adams,VANDERBILT,WR,83,92,54,92,,94,88,92
Yilanan Ouattara,VANDERBILT,DT,82,68,89,67,,79,78,55
Glenn Seabrooks Iii,VANDERBILT,DT,81,55,92,51,,64,69,45
Ja'Cory Thomas,VANDERBILT,WR,81,90,71,85,,87,89,84
Makhilyn Young,VANDERBILT,HB,81,90,68,85,,92,84,86
Cade Mcconnell,VANDERBILT,LG,80,60,88,59,,70,69,55
Cole Spence,VANDERBILT,TE,80,78,79,79,,84,84,76
Jaylin Davies,VANDERBILT,CB,80,93,61,91,,95,88,90
Miles Capers,VANDERBILT,REDG,80,82,73,79,,88,78,72
Talan Carter,VANDERBILT,DT,80,72,83,65,,79,71,56
Aaron Bryant,VANDERBILT,DT,79,62,87,63,,73,72,47
Brian Allen,VANDERBILT,LEDG,79,76,84,75,,83,78,71
Cj Heard,VANDERBILT,SS,79,84,71,82,,87,84,80
Peyton West,VANDERBILT,P,78,74,48,81,,73,59,81
Dillon Carter,VANDERBILT,QB,77,75,61,78,,82,75,75
Edwin Kolenge,VANDERBILT,REDG,77,75,80,77,,82,80,72
James Newberry,VANDERBILT,HB,77,88,71,87,,92,84,87
Jayvontay Conner,VANDERBILT,TE,77,79,67,80,,85,86,75
Micah Debose,VANDERBILT,RG,77,56,91,53,,67,73,50
Nick Rinaldi,VANDERBILT,MIKE,77,85,72,77,,87,84,75
Orion Irving,VANDERBILT,RT,77,66,87,60,,74,73,52
Bryce Cowan,VANDERBILT,WILL,76,80,73,79,,86,86,76
Dontae Carter,VANDERBILT,FS,76,92,55,93,,94,87,93
Jaylin Lackey,VANDERBILT,CB,76,88,58,88,,91,90,86
Bradley Mann,VANDERBILT,DT,75,69,84,70,,83,80,57
Daryl Campbell,VANDERBILT,DT,75,70,85,78,,78,75,73
Evan Hampton,VANDERBILT,HB,75,90,67,88,,92,86,86
Kevo Wesley,VANDERBILT,RG,75,54,88,57,,65,67,53
Tristen Brown,VANDERBILT,WR,75,91,54,90,,93,88,91
Cameran Dickson,VANDERBILT,WR,74,89,49,89,,92,93,87
Carson Lawrence,VANDERBILT,FS,74,88,60,88,,91,90,85
Cobey Sellers,VANDERBILT,CB,74,88,55,89,,93,87,87
Gabe Fisher,VANDERBILT,FB,74,79,76,73,,82,72,68
Jamezell Lassiter,VANDERBILT,HB,74,88,67,85,,89,86,85
Kayleb Barnett,VANDERBILT,WR,74,93,40,91,,93,84,89
Michael Diatta,VANDERBILT,DT,74,68,82,59,,77,77,54
Andrew Widmer,VANDERBILT,LT,73,66,79,80,,83,79,53
Gunner Givens,VANDERBILT,LG,73,56,88,48,,59,67,46
Hayden Bray,VANDERBILT,DT,73,76,82,74,,80,67,59
Tremaine Mckenzie,VANDERBILT,HB,73,87,77,84,,90,81,85
Anton Thomas,VANDERBILT,FS,72,88,64,87,,91,84,87
Brycen Coleman,VANDERBILT,TE,72,85,65,89,,91,88,84
Jace Gleason,VANDERBILT,RT,72,61,85,72,,74,72,52
Jaylon Floyd,VANDERBILT,FS,72,87,69,86,,90,81,85
Mason Lewis,VANDERBILT,FS,72,88,61,84,,86,86,81
Vanzale Hinton,VANDERBILT,CB,72,87,56,88,,90,92,87
Blaze Berlowitz,VANDERBILT,QB,71,82,62,84,,86,81,82
Cj Jackson,VANDERBILT,LEDG,71,81,70,80,,90,86,80
Jake Stanish,VANDERBILT,LEDG,71,77,69,75,,84,79,69
Jaylon Stone,VANDERBILT,DT,71,73,81,71,,79,76,61
Nathan Butler,VANDERBILT,LT,71,64,82,77,,80,77,60
Cayden Daniels,VANDERBILT,CB,70,90,46,87,,90,88,86
Jailen Ruth,VANDERBILT,SS,70,87,69,84,,88,82,81
Jamison Curtis,VANDERBILT,MIKE,70,77,77,77,,81,79,76
Joseph Mcvay,VANDERBILT,WR,70,89,64,87,,91,92,86
Keegan Wechsler,VANDERBILT,C,70,68,82,68,,82,80,55
Mason Carter,VANDERBILT,REDG,70,82,71,79,,87,84,74
Tiquan Bethel,VANDERBILT,LEDG,70,71,85,75,,79,77,68
Jalen Gilbert,VANDERBILT,SS,69,88,60,86,,88,87,87
Glenn Leonard,VANDERBILT,LEDG,68,70,84,69,,75,72,60
Jace Mccallum,VANDERBILT,REDG,68,84,63,77,,87,75,74
Jack Elliott,VANDERBILT,QB,68,79,54,80,,82,77,79
Jalen Murrell,VANDERBILT,LT,68,62,86,74,,77,73,58
Tony Saunders,VANDERBILT,FS,68,88,66,86,,91,87,86
Whit Muschamp,VANDERBILT,QB,68,77,55,76,,80,78,73
Noah Josey,VIRGINIA,LG,90,66,91,65,,73,72,58
Kam Robinson,VIRGINIA,MIKE,88,86,82,84,,90,87,84
Fisher Camac,VIRGINIA,LEDG,87,82,81,77,,87,81,73
Ethan Minter,VIRGINIA,SS,86,86,73,88,,91,85,85
Brandyn Hillman,VIRGINIA,FS,85,88,72,86,,91,88,85
Jekail Middlebrook,VIRGINIA,HB,85,89,67,87,,92,83,87
Mckale Boley,VIRGINIA,LT,85,62,90,55,,73,74,48
Monroe Mills,VIRGINIA,RT,85,62,91,64,,72,74,55
Peyton Lewis,VIRGINIA,HB,85,93,76,86,,93,92,86
Zion Wilson,VIRGINIA,DT,84,70,88,62,,80,58,56
Corey Costner,VIRGINIA,SS,83,88,75,88,,91,90,86
Matthew Fobbs-White,VIRGINIA,REDG,83,83,71,81,,90,84,69
Christian Ellis,VIRGINIA,SS,82,88,75,86,,91,89,85
Daniel Sparks,VIRGINIA,P,82,66,65,73,,71,81,71
Dashawn Martin,VIRGINIA,WR,82,89,53,89,,92,87,88
Donavon Platt,VIRGINIA,CB,82,87,74,87,,90,88,86
Jaylen Jones,VIRGINIA,SS,82,87,69,86,,89,91,85
Rico Flores Jr.,VIRGINIA,WR,82,88,72,87,,91,93,86
Drake Metcalf,VIRGINIA,RG,81,67,84,75,,82,78,61
Jam Jackson,VIRGINIA,CB,81,89,67,88,,88,89,87
Jacquon Gibson,VIRGINIA,WR,80,89,61,87,,91,89,84
Solomon Beebe,VIRGINIA,HB,80,92,70,84,,93,87,83
Beau Pribula,VIRGINIA,QB,79,84,77,85,,87,83,83
Eli Holstein,VIRGINIA,QB,79,84,75,84,,87,83,83
Jacobie Henderson,VIRGINIA,CB,79,89,67,91,,92,87,90
Jason Hammond,VIRGINIA,DT,79,71,82,68,,81,70,61
Kameron Courtney,VIRGINIA,WR,79,91,62,90,,93,88,88
Noah Vaughn,VIRGINIA,HB,79,88,64,88,,91,84,88
Xavier Brown,VIRGINIA,HB,79,89,71,86,,91,86,84
Anthony Britton,VIRGINIA,DT,78,62,88,56,,72,71,52
Dakota Twitty,VIRGINIA,TE,78,84,72,82,,86,84,78
Will Bettridge,VIRGINIA,K,78,59,50,55,,65,61,55
Jonathan Allen,VIRGINIA,DT,77,63,82,65,,75,73,48
Madd0X Marcellus,VIRGINIA,WILL,77,79,83,78,,82,79,75
Makilan Thomas,VIRGINIA,RG,77,55,88,53,,65,63,49
Tyson Davis,VIRGINIA,WR,77,90,53,89,,91,86,88
Xay Davis,VIRGINIA,HB,77,88,61,88,,92,88,87
Darrion Henry-Young,VIRGINIA,DT,76,67,83,65,,75,77,61
Josiah Persinger,VIRGINIA,CB,76,92,49,90,,93,89,90
Ezekiel Larry,VIRGINIA,LEDG,75,77,76,79,,84,77,68
Josiah Abdullah,VIRGINIA,WR,75,91,52,87,,93,90,86
Nnanna Anyanwu,VIRGINIA,REDG,75,78,74,77,,84,83,69
Omillio Agard,VIRGINIA,CB,75,91,48,90,,92,92,89
Alex Payne,VIRGINIA,RT,74,75,82,74,,83,81,64
Jalen Mcnair,VIRGINIA,FS,74,85,64,86,,90,78,85
Ryan Brubaker,VIRGINIA,C,74,61,91,72,,76,74,64
Devon Baxter,VIRGINIA,LEDG,73,84,70,80,,89,88,76
Joshua Rudolph,VIRGINIA,K,73,71,48,71,,69,63,70
Connor Cox,VIRGINIA,TE,72,78,74,81,,87,86,75
Dillon Newton-Short,VIRGINIA,WR,72,86,71,85,,88,85,85
Isaiah Robinson,VIRGINIA,WR,72,90,54,89,,89,92,86
Ja'Maric Morris,VIRGINIA,CB,72,88,74,86,,90,89,85
Jason Bartow,VIRGINIA,REDG,72,78,70,76,,87,84,74
Sichan John,VIRGINIA,DT,71,63,82,55,,71,75,50
Cris Lawrie,VIRGINIA,C,70,60,84,70,,71,70,53
Dawann Terrell,VIRGINIA,LEDG,70,71,84,73,,78,74,60
Grant Ellinger,VIRGINIA,RG,70,69,81,74,,81,80,58
Jewett Hayes,VIRGINIA,REDG,70,79,70,80,,87,84,78
London Danley,VIRGINIA,MIKE,70,86,71,83,,89,80,81
Ben York,VIRGINIA,LT,69,61,83,61,,74,77,50
Cole Surber,VIRGINIA,LG,69,56,87,54,,63,69,51
Cortez Royal,VIRGINIA,REDG,69,74,76,76,,84,78,71
Justin Rowe,VIRGINIA,FS,69,85,69,86,,87,85,83
Lukas Ungar,VIRGINIA,TE,69,77,73,79,,81,86,76
Wyatt Rubinoff,VIRGINIA,TE,69,68,79,73,,72,73,52
Brandon Camp,VIRGINIA,RT,68,68,79,79,,82,79,54
Chase Morrison,VIRGINIA,LEDG,68,77,75,75,,84,82,72
Cole Geer,VIRGINIA,QB,68,79,59,78,,83,81,77
David Byron,VIRGINIA,QB,68,74,62,75,,80,72,73
Kevon Gray,VIRGINIA,CB,68,90,53,90,,93,88,91
Lukas Sanker,VIRGINIA,CB,68,87,59,86,,88,85,87
Montindo Williams,VIRGINIA,CB,68,86,64,87,,88,89,85
Tylyric Coleman,VIRGINIA,WR,68,87,64,87,,89,84,86
Jaquez White,VIRGINIA TECH,CB,88,89,64,92,,92,88,90
Kemari Copeland,VIRGINIA TECH,DT,87,72,88,68,,83,79,58
Cam Chadwick,VIRGINIA TECH,CB,85,91,60,90,,92,90,88
Isaiah Brown-Murray,VIRGINIA TECH,CB,85,90,62,92,,93,86,92
Marcellous Hawkins,VIRGINIA TECH,HB,85,88,78,85,,90,87,87
Que'Sean Brown,VIRGINIA TECH,WR,85,91,51,91,,94,84,90
Benji Gosnell,VIRGINIA TECH,TE,84,81,78,79,,87,84,76
Luke Reynolds,VIRGINIA TECH,TE,84,87,74,86,,92,90,83
Ayden Greene,VIRGINIA TECH,WR,83,90,66,88,,92,91,86
Bill Davis,VIRGINIA TECH,HB,83,85,83,78,,88,82,77
John Love,VIRGINIA TECH,K,83,59,49,56,,65,54,51
Samuel Okunlola,VIRGINIA TECH,REDG,81,80,76,79,,87,83,73
Elhadj Fall,VIRGINIA TECH,DT,80,67,84,64,,76,71,54
Jeffrey Overton Jr.,VIRGINIA TECH,HB,80,91,65,90,,93,90,88
Thomas Williams,VIRGINIA TECH,CB,80,91,57,90,,91,89,87
Brody Meadows,VIRGINIA TECH,RG,78,56,92,51,,67,70,44
Curtis Jones Jr.,VIRGINIA TECH,REDG,78,83,66,81,,90,84,73
Ethan Grunkemeyer,VIRGINIA TECH,QB,78,81,58,79,,82,77,78
Kaleb Spencer,VIRGINIA TECH,MIKE,78,88,70,84,,91,91,81
Logan Howland,VIRGINIA TECH,LT,78,62,87,69,,74,75,54
Takye Heath,VIRGINIA TECH,WR,78,92,47,93,,94,89,94
Tyseer Denmark,VIRGINIA TECH,WR,78,91,57,90,,93,88,87
Aidan Lynch,VIRGINIA TECH,RT,77,63,87,59,,71,78,57
Jahmari Deloatch,VIRGINIA TECH,CB,77,90,48,89,,94,91,87
Montavious Cunningham,VIRGINIA TECH,RG,77,59,88,56,,66,72,51
Mylachi Williams,VIRGINIA TECH,LEDG,77,82,71,80,,90,86,78
Quentin Reddish,VIRGINIA TECH,SS,77,87,64,86,,89,88,84
Shamarius Peterkin,VIRGINIA TECH,WR,77,92,51,89,,93,94,87
Aycen Stevens,VIRGINIA TECH,LEDG,76,78,79,80,,86,82,74
Brian Craver,VIRGINIA TECH,WR,76,88,69,85,,88,82,83
Erik Zimmerman,VIRGINIA TECH,P,76,69,58,65,,69,67,63
Layth Ghannam,VIRGINIA TECH,LG,76,65,85,62,,75,73,55
Marlion Jackson,VIRGINIA TECH,WR,75,86,71,87,,88,87,82
Christian Evans,VIRGINIA TECH,DT,74,69,81,65,,79,74,61
Harrison Saint Germain,VIRGINIA TECH,TE,74,75,75,77,,85,80,74
Javion Hilson,VIRGINIA TECH,LEDG,74,81,69,77,,87,83,72
Johnny Garrett,VIRGINIA TECH,LT,74,58,88,55,,69,72,52
Jordan Bass,VIRGINIA TECH,WILL,74,83,76,84,,90,88,78
Kenny Woseley Jr.,VIRGINIA TECH,CB,74,90,53,88,,91,86,87
Kyle Altuner,VIRGINIA TECH,C,74,67,82,73,,79,76,57
Cortez Harris,VIRGINIA TECH,LEDG,73,85,60,83,,89,88,74
Justin Lawrence,VIRGINIA TECH,C,73,61,84,74,,77,72,62
Kelden Ryan,VIRGINIA TECH,QB,73,86,63,87,,87,88,86
Ray Devlin,VIRGINIA TECH,LG,73,61,82,75,,79,74,53
Tyson Flowers,VIRGINIA TECH,FS,73,86,71,85,,89,81,83
Ben Hamel,VIRGINIA TECH,RT,72,65,81,77,,82,75,57
Benjamin Eziuka,VIRGINIA TECH,C,72,62,86,62,,74,68,59
Bryce Baker,VIRGINIA TECH,QB,72,84,63,85,,88,87,85
Emmett Laws,VIRGINIA TECH,DT,72,66,83,67,,75,78,63
Eric Mensah,VIRGINIA TECH,LEDG,72,71,93,72,,78,76,58
Gabe Williams,VIRGINIA TECH,SAM,72,86,63,89,,93,87,84
Garrett Heenan,VIRGINIA TECH,C,72,62,81,75,,79,75,62
Ja'Ricous Hairston,VIRGINIA TECH,TE,72,82,72,81,,83,82,84
Justin Terry,VIRGINIA TECH,LT,72,61,88,61,,70,59,58
Keon Wylie,VIRGINIA TECH,WILL,72,82,72,82,,90,85,78
Lucas Austin,VIRGINIA TECH,RT,72,67,83,65,,78,79,56
Antwone Santiago,VIRGINIA TECH,WILL,71,79,79,75,,82,84,73
Jason Abbey,VIRGINIA TECH,REDG,71,74,75,73,,84,82,69
Knahlij Harrell,VIRGINIA TECH,CB,71,89,43,91,,93,87,89
Randy Adirika,VIRGINIA TECH,DT,71,73,77,72,,79,74,61
Sheldon Robinson,VIRGINIA TECH,SS,71,89,61,85,,93,90,85
Deloente Favors,VIRGINIA TECH,RT,70,60,87,72,,71,73,54
Gerard Johnson,VIRGINIA TECH,REDG,70,76,79,72,,86,84,68
Jojo Crim,VIRGINIA TECH,CB,70,87,52,89,,92,87,87
Justin Bell,VIRGINIA TECH,LT,70,64,84,60,,71,72,55
Luke Stuewe,VIRGINIA TECH,FS,70,83,63,86,,87,85,84
Deionte Aiken,VIRGINIA TECH,SAM,69,80,73,84,,89,83,78
Jason Sullivan,VIRGINIA TECH,K,69,71,43,67,,68,69,67
Keylen Adams,VIRGINIA TECH,WR,69,88,59,85,,89,84,83
A.J. Brand,VIRGINIA TECH,WR,68,84,65,87,,88,86,84
Joshua Clarke,VIRGINIA TECH,CB,68,90,53,89,,93,89,86
Nathan Totten,VIRGINIA TECH,P,68,44,34,41,,46,44,36
Sidney Gunter,VIRGINIA TECH,RT,68,59,84,73,,72,73,60
Troy Huhn,VIRGINIA TECH,QB,68,76,69,77,,78,81,76
Deuce Blades Ii,WAKE FOREST,CB,87,91,57,93,,94,90,91
Carlos Hernandez,WAKE FOREST,WR,85,91,66,89,,92,90,87
Davaughn Patterson,WAKE FOREST,SS,84,86,76,86,,88,87,84
Langston Hardy,WAKE FOREST,REDG,84,82,83,78,,86,76,75
Dakota Church,WAKE FOREST,P,81,78,45,76,,79,62,74
Jerrott Wiggins,WAKE FOREST,HB,81,90,66,90,,95,84,94
Kam Shanks,WAKE FOREST,WR,81,90,54,88,,92,87,88
Wondame Davis Jr.,WAKE FOREST,WR,81,92,54,88,,94,88,87
Drayden Dickmann,WAKE FOREST,WR,80,89,55,91,,93,85,88
Gabe Kirschke,WAKE FOREST,LEDG,80,78,80,75,,85,80,69
Zamari Stevenson,WAKE FOREST,CB,80,91,58,91,,93,91,89
Dallas Afalava,WAKE FOREST,DT,79,69,83,68,,75,67,67
Gio Lopez,WAKE FOREST,QB,79,84,73,87,,87,80,86
Ty Clark Iii,WAKE FOREST,HB,79,88,76,80,,89,82,83
Clinton Richard,WAKE FOREST,LG,78,70,86,68,,81,76,53
Connor Calvert,WAKE FOREST,K,78,64,53,61,,65,60,51
Kd Daniels,WAKE FOREST,HB,78,91,66,90,,95,90,88
Zach Lohavichan,WAKE FOREST,DT,78,70,81,67,,80,66,62
Aiden Hall,WAKE FOREST,MIKE,77,81,77,79,,87,80,76
Antonio Meeks,WAKE FOREST,WR,77,89,64,87,,91,89,86
Jamar Searcy,WAKE FOREST,HB,77,89,62,88,,92,92,87
Rushaun Tongue,WAKE FOREST,SS,77,86,70,84,,89,88,83
Sawyer Seidl,WAKE FOREST,HB,77,86,69,84,,88,86,82
Sydir Mitchell,WAKE FOREST,DT,77,54,95,49,,64,69,42
Braylon Johnson,WAKE FOREST,FS,76,90,62,89,,93,92,88
Kamrean Johnson,WAKE FOREST,TE,76,78,72,81,,87,86,79
Ny Carr,WAKE FOREST,WR,76,93,54,94,,93,92,94
Bernard Causey,WAKE FOREST,CB,75,90,39,89,,89,86,85
Ashaad Williams,WAKE FOREST,CB,74,87,64,85,,87,86,84
Caleb Carlson,WAKE FOREST,K,74,68,50,61,,69,76,59
Jack Foley,WAKE FOREST,WR,74,86,68,87,,88,82,88
Travon West,WAKE FOREST,CB,74,90,59,91,,94,89,89
Aidan Martin,WAKE FOREST,LT,73,75,83,71,,80,72,63
George Steih,WAKE FOREST,LG,73,65,82,64,,74,71,58
Matt Herron,WAKE FOREST,DT,73,68,83,59,,74,59,50
Myles Turpin,WAKE FOREST,FS,73,90,56,91,,92,88,90
Ryan Berger,WAKE FOREST,RG,73,66,82,59,,72,59,55
Steele Pizzella,WAKE FOREST,QB,73,89,53,87,,92,88,86
Buom Jock,WAKE FOREST,MIKE,72,76,80,77,,86,89,71
Chase Tyler,WAKE FOREST,WR,72,92,67,91,,89,91,89
Grant Lawless,WAKE FOREST,QB,72,84,64,86,,89,85,85
Kadear Dembele,WAKE FOREST,DT,72,68,78,64,,75,70,56
London Morris,WAKE FOREST,TE,72,78,76,76,,81,83,75
Nathan Webb,WAKE FOREST,RG,72,61,83,74,,77,72,63
Sascha Garcia,WAKE FOREST,CB,72,87,68,85,,87,84,83
Brayden Patterson,WAKE FOREST,LT,71,69,80,80,,82,78,58
Camden Hardy,WAKE FOREST,REDG,71,84,68,82,,89,87,79
Deuce Lawrence,WAKE FOREST,HB,71,89,64,87,,91,85,85
Elliot Demaine,WAKE FOREST,RT,71,62,84,58,,70,70,50
Ethan Hyams,WAKE FOREST,P,71,64,38,56,,63,60,53
Frank Cusano,WAKE FOREST,WILL,71,81,70,83,,89,82,76
Josiah Pratt,WAKE FOREST,DT,71,61,86,56,,67,67,54
Tyler Walton,WAKE FOREST,LEDG,71,74,79,73,,83,82,65
Bryce Kania,WAKE FOREST,WR,70,88,65,86,,86,87,83
D.J. Johnson,WAKE FOREST,LEDG,70,76,75,75,,80,86,73
Devin Mcrae,WAKE FOREST,C,70,64,83,59,,73,72,53
Najee Woodson,WAKE FOREST,LEDG,70,69,84,67,,74,71,56
Tolu Olajide,WAKE FOREST,LT,70,65,82,64,,73,77,55
Will Loerzel,WAKE FOREST,TE,70,76,66,77,,83,80,73
Eli Potts,WAKE FOREST,WR,69,87,58,88,,89,81,85
Freddie Gillens,WAKE FOREST,CB,69,89,42,88,,90,85,86
Kenny Stimson,WAKE FOREST,LG,69,68,78,79,,82,80,59
Kerrington Lee,WAKE FOREST,REDG,69,75,78,74,,84,84,65
Micah Bright,WAKE FOREST,SS,69,86,55,85,,87,87,83
Devin Cook,WAKE FOREST,CB,68,90,50,92,,94,88,89
Ethan Callway,WAKE FOREST,RT,68,61,84,75,,77,72,50
Koredell Bartley,WAKE FOREST,CB,68,91,44,88,,92,87,88
Quentin Morton,WAKE FOREST,FS,68,88,61,87,,92,84,86
Will Way,WAKE FOREST,C,68,61,82,57,,72,72,55
Demond Williams Jr.,WASHINGTON,QB,88,91,59,90,,93,87,89
Dezmen Roebuck,WASHINGTON,WR,87,92,57,92,,94,88,91
Jacob Manu,WASHINGTON,MIKE,87,85,81,83,,89,84,79
Drew Azzopardi,WASHINGTON,RT,85,61,92,58,,69,69,54
Elinneus Davis,WASHINGTON,DT,85,60,92,61,,69,67,51
Alex Mclaughlin,WASHINGTON,SS,84,88,65,86,,90,85,84
Decker Degraaf,WASHINGTON,TE,84,85,73,86,,90,88,84
Jayden Limar,WASHINGTON,HB,83,88,72,87,,91,87,86
Rylon Dillard-Allen,WASHINGTON,FS,83,90,58,89,,92,91,87
Christian Moss,WASHINGTON,WR,82,90,62,88,,90,90,87
Jacob Lane,WASHINGTON,LEDG,82,80,87,78,,85,80,73
John Mills,WASHINGTON,LG,82,66,91,60,,75,65,54
Xe'Ree Alexander,WASHINGTON,WILL,82,83,79,82,,88,83,78
Jordan Washington,WASHINGTON,HB,81,93,59,92,,95,93,91
